cell_type,comparison,donor,n_cells_a,n_cells_b,k_n,k_f,omega,raw_js,perm_P,null_mean,null_sd
NK cells,split_half,1015|stim,97,97,,,12.023380512522479,,,,
NK cells,split_half,1015|stim,97,97,,,7.447951548088569,,,,
NK cells,split_half,1015|stim,97,97,,,13.880104750071185,,,,
NK cells,split_half,1015|stim,97,97,,,9.673944706598359,,,,
NK cells,split_half,1015|stim,97,97,,,7.598789038984618,,,,
NK cells,split_half,1016|ctrl,64,64,,,5.680693080427672,,,,
NK cells,split_half,1016|ctrl,64,64,,,6.922712924279344,,,,
NK cells,split_half,1016|ctrl,64,64,,,6.947558571707333,,,,
NK cells,split_half,1016|ctrl,64,64,,,6.5918050328074145,,,,
NK cells,split_half,1016|ctrl,64,64,,,6.8249488097855275,,,,
NK cells,split_half,1016|ctrl,64,64,,,6.388891493484141,,,,
NK cells,split_half,1016|stim,97,97,,,6.613110769495612,,,,
NK cells,split_half,1016|stim,97,97,,,6.8182208572084155,,,,
NK cells,split_half,1016|stim,97,97,,,7.550681434273114,,,,
NK cells,split_half,1016|stim,97,97,,,7.720803150657462,,,,
NK cells,split_half,1016|stim,97,97,,,7.699812948447466,,,,
NK cells,split_half,1016|stim,97,97,,,7.453711802532959,,,,
NK cells,split_half,1244|ctrl,52,52,,,6.01948310251303,,,,
NK cells,split_half,1244|ctrl,52,52,,,6.157587218795119,,,,
NK cells,split_half,1244|ctrl,52,52,,,6.242005070652716,,,,
NK cells,split_half,1244|ctrl,52,52,,,6.8948116750370225,,,,
NK cells,split_half,1244|ctrl,52,52,,,6.478237254379655,,,,
NK cells,split_half,1244|ctrl,52,52,,,5.953214997305893,,,,
NK cells,split_half,1244|stim,57,57,,,5.791404782459602,,,,
NK cells,split_half,1244|stim,57,57,,,6.046511792618915,,,,
NK cells,split_half,1244|stim,57,57,,,5.557751086985863,,,,
NK cells,split_half,1244|stim,57,57,,,6.463856720494406,,,,
NK cells,split_half,1244|stim,57,57,,,6.2046001120269,,,,
NK cells,split_half,1244|stim,57,57,,,5.714519923603554,,,,
NK cells,split_half,1256|ctrl,130,130,,,7.14079727221057,,,,
NK cells,split_half,1256|ctrl,130,130,,,5.933371898463459,,,,
NK cells,split_half,1256|ctrl,130,130,,,6.722342501872404,,,,
NK cells,split_half,1256|ctrl,130,130,,,6.47969644874932,,,,
NK cells,split_half,1256|ctrl,130,130,,,6.442282835074037,,,,
NK cells,split_half,1256|ctrl,130,130,,,6.595721807942566,,,,
NK cells,split_half,1256|stim,115,115,,,8.538226564787339,,,,
NK cells,split_half,1256|stim,115,115,,,49.08538815823863,,,,
NK cells,split_half,1256|stim,115,115,,,9.183958154579228,,,,
NK cells,split_half,1256|stim,115,115,,,7.632874040912466,,,,
NK cells,split_half,1256|stim,115,115,,,57.00820225458883,,,,
NK cells,split_half,1256|stim,115,115,,,50.95099803526118,,,,
NK cells,split_half,1488|ctrl,58,58,,,6.596900553598387,,,,
NK cells,split_half,1488|ctrl,58,58,,,6.440122850028363,,,,
NK cells,split_half,1488|ctrl,58,58,,,6.784594236154098,,,,
NK cells,split_half,1488|ctrl,58,58,,,6.835760495727827,,,,
NK cells,split_half,1488|ctrl,58,58,,,6.659378256209625,,,,
NK cells,split_half,1488|ctrl,58,58,,,6.751538266254378,,,,
NK cells,split_half,1488|stim,84,84,,,7.01154114275468,,,,
NK cells,split_half,1488|stim,84,84,,,6.753163223839192,,,,
NK cells,split_half,1488|stim,84,84,,,6.691010366096144,,,,
NK cells,split_half,1488|stim,84,84,,,6.679187463864018,,,,
NK cells,split_half,1488|stim,84,84,,,6.5483832504466974,,,,
NK cells,split_half,1488|stim,84,84,,,6.46782033741915,,,,
