pair,omega,kn,kf,same_tissue,same_ct
Live|NK cell vs Kidn|leukocyte,5.402183986997965,0.015293387617301434,0.08261769369313877,False,False
Live|NK cell vs Hear|cardiac muscle,5.379698044015455,0.033873836467252144,0.18223101178617573,False,False
Live|B cell vs Hear|endothelial cell,5.376608060879231,0.015826649999975836,0.08509369396658435,False,False
Lung|T cell vs Lung|NK cell,5.353747676619318,0.014727982818815422,0.0788499037975223,True,False
Hear|cardiac muscle vs Marr|NK cell,5.309809231656892,0.03448406506065826,0.1831038070041401,False,False
Lung|stromal cell vs Marr|granulocyte,5.294129689047586,0.03324064449127655,0.17598028288434325,False,False
Kidn|kidney tubule cell vs Kidn|fenestrated cell,5.270146268274938,0.022015451140391395,0.11602464767192293,True,False
Live|NK cell vs Hear|smooth muscle cell,5.243469385426652,0.013534099309516476,0.07096563538877362,False,False
Hear|cardiac muscle vs Marr|Fraction A pre-p..,5.21930810971695,0.03294838018971934,0.17196774792623942,False,False
Marr|granulocyte vs Marr|T cell,5.201805797116327,0.02701168699554865,0.14050955000333668,True,False
Kidn|leukocyte vs Hear|endocardial cell,5.197328184664271,0.01993055170665351,0.10358561812089888,False,False
Live|Kupffer cell vs Sple|myeloid cell,5.1937787327212215,0.00989250361775865,0.051379474903282624,False,False
Live|liver sinusoid EC vs Marr|B cell,5.1899724386286925,0.02008781878674775,0.10425522585538849,False,False
Lung|NK cell vs Hear|endocardial cell,5.188700259221522,0.02458285204427018,0.127553050774509,False,False
Hear|smooth muscle cell vs Marr|NK cell,5.171868924850514,0.0139169686216003,0.07197673754217429,False,False
Live|liver sinusoid EC vs Lung|leukocyte,5.164220271259771,0.03395603293621031,0.17535643362074171,False,False
Hear|cardiac muscle vs Marr|B cell,5.144009397124012,0.031699587082103686,0.1630629738352923,False,False
Live|B cell vs Kidn|fenestrated cell,5.126590525734342,0.019519253370925443,0.1000672194007945,False,False
Lung|monocyte vs Hear|endothelial cell,5.12309033324922,0.01791032204243956,0.09175619772100253,False,False
Lung|macrophage vs Hear|endocardial cell,5.116131345040531,0.014480938298201915,0.0740863823330287,False,False
Live|liver sinusoid EC vs Lung|dendritic cell,5.104207011720286,0.022019640271633764,0.11239280227003143,False,False
Hear|endothelial cell vs Marr|B cell,5.103144057653576,0.012849832862507833,0.06557454821414849,False,False
Lung|NK cell vs Hear|cardiac muscle,5.089837728360155,0.04526938667101405,0.2304138322178516,False,False
Lung|B cell vs Marr|NK cell,5.030703205123719,0.00825294022498091,0.04151809284150593,False,False
Marr|B cell vs Marr|granulocyte,5.017546737267343,0.02749008292896665,0.1379327759074453,True,False
