cell_type,region_a,region_b,omega,kn,kf
Astrocyte,Human A13,Human BNST,16.80983885831379,0.005317205907872621,0.08938137448781283
Astrocyte,Human A13,Human CA1-3,7.905465783571677,0.006422912314463268,0.05077611353287054
Astrocyte,Human A13,Human CA1C-CA3C,14.987098852308025,0.003545286494548699,0.053133559153553944
Astrocyte,Human A13,Human CA1R-CA2R,7.812235667949935,0.005067350461958704,0.03958733602091637
Astrocyte,Human A13,Human CA1R-CA2R-CA3R,6.214588840665062,0.00585592845379309,0.036392187620675545
Astrocyte,Human A13,Human CA1U,10.954828892835474,0.005063945306277099,0.05547465435294295
Astrocyte,Human A13,Human CA1U-CA2U-CA3U,7.690750872619839,0.00600183089852712,0.046158586220164166
Astrocyte,Human A13,Human CA2U-CA3U,10.131562789012118,0.005336665882168216,0.05406876546916603
Astrocyte,Human A13,Human CA3R,9.378530301829647,0.009584953573912623,0.0898927775345699
Astrocyte,Human A13,Human CA4C-DGC,17.331722331258895,0.002949256206552489,0.05111568965570967
Astrocyte,Human A13,Human CBL,17.640432448305457,0.012169049759436326,0.2146673002414043
Astrocyte,Human A13,Human CBV,17.92794528921117,0.011583018393851209,0.20765972004889113
Astrocyte,Human A13,Human CEN,4.933521266299621,0.01665399329976177,0.08216283011318609
Astrocyte,Human A13,Human CM,12.67991618016265,0.011858341979943867,0.15036278234139222
Astrocyte,Human A13,Human CM-Pf,23.69902633574642,0.006170497814127551,0.14623479020167454
Astrocyte,Human A13,Human CMN,10.164028015233221,0.006098982207514968,0.061990226021591086
Astrocyte,Human A13,Human CaB,16.168955506131017,0.0036817054663155777,0.05952933187153592
Astrocyte,Human A13,Human CbDN,28.05981853824899,0.006375954420793515,0.1789081240556125
Astrocyte,Human A13,Human Cla,9.558001183135834,0.00486949757954021,0.04654266362652241
Astrocyte,Human A13,Human CoA,6.0441157410676265,0.00957513106279609,0.057873200379431444
Astrocyte,Human A13,Human DGR-CA4Rpy,9.39770633941881,0.0060820897796262955,0.05715769367890839
