pair,omega,kn,kf,same_organ,same_ct
Sple|memory b cell vs Sple|innate lymphoi..,28.691637591345387,0.014283839150766314,0.40982673632685773,True,False
Bone|hematopoietic .. vs Lung|respiratory go..,28.63388781000812,0.01838480655124241,0.5264284881969774,False,False
Hear|fibroblast of .. vs Lung|lung ciliated ..,28.62481555028741,0.02054835596528925,0.5881928993680527,False,False
Sple|type i nk t cell vs Lung|basal cell,28.61284194726739,0.019649748359095942,0.562235144102389,False,False
Lung|dendritic cell vs Lung|bronchial vess..,28.558046192607495,0.020609159517216428,0.5885573294834832,True,False
Lung|macrophage vs Lung|club cell,28.548562607087952,0.01891727217696472,0.5400609290994003,True,False
Bone|granulocyte vs Sple|hematopoietic ..,28.521617660531227,0.011013819466524827,0.31413194780633713,False,False
Hear|cardiac EC vs Lung|basal cell,28.47653336793456,0.012982272130553172,0.3696901055173043,False,False
Live|livEC vs Live|fibroblast,28.460193791016128,0.012961797682781776,0.3688952739319131,True,False
Hear|cardiac EC vs Lung|intermediate m..,28.45821876935025,0.018974957181583815,0.5399934826125659,False,False
Hear|cardiac EC vs Lung|vein EC,28.439530759774957,0.007284644761222954,0.2071718787608337,False,False
Hear|fibroblast of .. vs Sple|classical mono..,28.432477730523207,0.021634607071303477,0.615125483763456,False,False
Hear|smooth muscle .. vs Lung|basal cell,28.387523033173075,0.016924265040550328,0.4804379636581483,False,False
Hear|smooth muscle .. vs Lung|type ii pneumo..,28.328699830339783,0.02115266188765852,0.5992274092281467,False,False
Bone|myeloid progen.. vs Sple|macrophage,28.328408565893138,0.019250526356128443,0.5453367757249006,False,False
Lung|type ii pneumo.. vs Lung|intermediate m..,28.328403393782068,0.019358495156784023,0.5483952598979542,True,False
Bone|myeloid progen.. vs Lung|respiratory go..,28.28239098869789,0.02042605685342627,0.5776977262859739,False,False
Lung|classical mono.. vs Lung|respiratory go..,28.265521266396885,0.01774838141604746,0.5016672523594128,True,False
"Live|t cell vs Sple|cd8-positive, ..",28.263042604889627,0.014825044305944661,0.4190008588382903,False,False
Hear|fibroblast of .. vs Lung|pericyte cell,28.22476554190046,0.01473137013000007,0.41578946803020767,False,False
"Lung|non-classical .. vs Lung|cd8-positive, ..",28.20311613597751,0.014260241372784137,0.4021832435637024,True,False
"Bone|cd4-positive, .. vs Sple|cd8-positive, ..",28.201771596883372,0.004921879321670715,0.13880571645718076,False,False
Bone|granulocyte vs Sple|EC,28.179512082345372,0.021112366307047773,0.5949361814363541,False,False
Sple|type i nk t cell vs Lung|club cell,28.168326547167815,0.02109568581034199,0.5942301666421677,False,False
Hear|cardiac EC vs Lung|dendritic cell,28.122499193963577,0.02065693159580883,0.5809245421528946,False,False
Sple|naive b cell vs Sple|naive thymus-d..,28.119872616810163,0.014863627400114616,0.4179633091149522,True,False
Hear|smooth muscle .. vs Lung|respiratory go..,28.09448487501486,0.02009854507276946,0.564658270556726,False,False
Sple|classical mono.. vs Lung|type ii pneumo..,28.09383907249015,0.020513442485963734,0.5763013520234475,False,False
Hear|smooth muscle .. vs Lung|vein EC,28.08853229292989,0.016796408927735783,0.47178647457196243,False,False
Sple|classical mono.. vs Lung|basal cell,28.012083054968283,0.01838809980514757,0.5150889789648398,False,False
"Bone|cd4-positive, .. vs Sple|nk cell",27.998748784112905,0.00956071214043162,0.2676879774171633,False,False
Lung|basal cell vs Lung|classical mono..,27.993532378103545,0.01680482921195772,0.4704265306534387,True,False
Hear|fibroblast of .. vs Sple|macrophage,27.9754643995323,0.021654357327375053,0.6057907025067322,False,False
Sple|mature nk t cell vs Lung|basal cell,27.95636238023879,0.019143303987335457,0.5351771434250202,False,False
Live|livEC vs Lung|respiratory go..,27.952184294056405,0.018258407332744496,0.510362366680825,False,False
Sple|nk cell vs Sple|macrophage,27.947952656914183,0.01733220050631624,0.4843995191906703,True,False
Live|EC vs Lung|vein EC,27.944413639345772,0.019964380486338806,0.5578929063635347,False,False
Lung|macrophage vs Lung|lung ciliated ..,27.936710743697866,0.02162458746436714,0.6041198449438197,True,False
Live|livEC vs Lung|club cell,27.931935310116693,0.017973105713083484,0.5020236260997366,False,False
Bone|myeloid progen.. vs Sple|memory b cell,27.917659787431795,0.01898764425078023,0.5300905923580678,False,False
Hear|cardio vs Lung|lung ciliated ..,27.915303045549276,0.020674404888584224,0.577132277751214,False,False
Bone|granulocyte vs Sple|memory b cell,27.896721550631465,0.01749293894959419,0.4879956469790248,False,False
Kidn|macrophage vs Lung|type ii pneumo..,27.87455281282687,0.018547815155521,0.5170120531151208,False,False
Lung|basal cell vs Lung|respiratory go..,27.839732199546393,0.0033275241447803276,0.09263738107820896,True,False
Lung|type ii pneumo.. vs Lung|classical mono..,27.831211220649017,0.019709808656259466,0.5485478478309336,True,False
Hear|hepatocyte vs Sple|hematopoietic ..,27.82117345365293,0.0175807042042855,0.48911582110479224,False,False
Sple|nk cell vs Lung|vein EC,27.802499364741593,0.021409696329165236,0.5952430685909269,False,False
Bone|granulocyte vs Lung|basal cell,27.80094082078491,0.019720301938925197,0.5482429471720693,False,False
Kidn|macrophage vs Sple|type i nk t cell,27.748708247432802,0.01657629556249913,0.4599707893870033,False,False
Lung|club cell vs Lung|dendritic cell,27.748394765892353,0.019716256960322996,0.5470944814408153,True,False
"Lung|basal cell vs Lung|cd4-positive, ..",27.74803693971389,0.017517478923353376,0.486075652255869,True,False
Hear|fibroblast of .. vs Bone|monocyte,27.647969600992266,0.02181437673365625,0.603123224796721,False,False
"Kidn|b cell vs Bone|cd4-positive, ..",27.640297666438244,0.014281057343997972,0.3947326759795779,False,False
Sple|cd141-positive.. vs Lung|lung microvasc..,27.619824946619666,0.02139555064188376,0.5909413633653655,False,False
Live|EC vs Hear|fibroblast of ..,27.606032266619795,0.02184186548898125,0.6029672434519857,False,False
Lung|lung ciliated .. vs Lung|bronchial vess..,27.601107602292046,0.021874759285345713,0.6037675848090641,True,False
Live|macrophage vs Hear|cardiac EC,27.587724772245302,0.021358382192266885,0.589229169500684,False,False
Bone|myeloid progen.. vs Lung|basal cell,27.49167749322628,0.01988492621622926,0.5466699785131752,False,False
