sample,cancer,type,stromal_score,immune_score,admix
TCGA-55-6970-01,TCGA-LUAD,Tumor,10707.227367322037,16905.757004138246,27612.984371460283
TCGA-AR-A0TX-01,TCGA-BRCA,Tumor,14160.509366289236,16893.531177578876,31054.040543868112
TCGA-AO-A0JG-01,TCGA-BRCA,Tumor,13585.297921588546,15949.371534866961,29534.669456455507
TCGA-B0-5119-01,TCGA-KIRC,Tumor,10700.973947743518,15849.932203628316,26550.906151371833
TCGA-CJ-4916-01,TCGA-KIRC,Tumor,11063.092472494918,18708.9579294401,29772.05040193502
TCGA-DD-A11C-01,TCGA-LIHC,Tumor,5521.623645852531,11598.873225484636,17120.496871337167
TCGA-BC-A10Q-01,TCGA-LIHC,Tumor,4421.117842313139,11646.150927201426,16067.268769514565
TCGA-75-6207-01,TCGA-LUAD,Tumor,8101.771046888429,14104.783501034912,22206.55454792334
TCGA-A8-A07L-01,TCGA-BRCA,Tumor,10605.79249092779,9988.425599455175,20594.218090382965
TCGA-B0-4696-01,TCGA-KIRC,Tumor,7965.152681841653,8835.829308823711,16800.981990665365
TCGA-A2-A0SV-01,TCGA-BRCA,Tumor,11887.956931813864,14609.169099758397,26497.12603157226
TCGA-KN-8433-11,TCGA-LUAD,Normal,6704.597754004222,7343.968999010813,14048.566753015035
TCGA-CJ-5678-11,TCGA-KIRC,Normal,7291.120845041485,11312.42534617912,18603.546191220605
TCGA-XX-A899-01,TCGA-BRCA,Tumor,14747.839923904616,17256.425154814988,32004.265078719603
TCGA-A7-A5ZW-01,TCGA-BRCA,Tumor,14608.297604993477,14967.307205563066,29575.604810556542
TCGA-DX-AB2J-01,TCGA-KIRC,Tumor,8356.368460377067,6174.85699330366,14531.225453680727
TCGA-EP-A12J-11,TCGA-LIHC,Normal,5228.901004239557,13047.229939481087,18276.130943720644
TCGA-L5-A4OT-01,TCGA-LUSC,Tumor,13613.534351972103,15741.873967020638,29355.40831899274
TCGA-EU-5906-01,TCGA-KIRC,Tumor,12258.808189821957,16342.116875642863,28600.92506546482
TCGA-UZ-A9PL-01,TCGA-KIRC,Tumor,-3026.310035219445,5501.4832239790485,2475.1731887596034
TCGA-CW-5580-01,TCGA-KIRC,Tumor,11994.314864349562,15873.42699106639,27867.741855415952
TCGA-66-2753-01,TCGA-LUSC,Tumor,10793.355949947018,15201.351571085437,25994.707521032455
TCGA-DD-A4NB-01,TCGA-LIHC,Tumor,12487.186060811578,14744.855498974935,27232.041559786514
TCGA-43-6770-01,TCGA-LUSC,Tumor,11421.554276355131,13822.522353722521,25244.076630077652
TCGA-HU-A4GY-01,TCGA-LIHC,Tumor,15053.40021697315,19471.946260449393,34525.34647742254
TCGA-B0-5690-01,TCGA-KIRC,Tumor,11406.127040455216,16743.81193408631,28149.938974541525
TCGA-KN-8429-01,TCGA-LUAD,Tumor,3145.2672920709083,10537.8052278992,13683.072519970108
TCGA-98-A53B-01,TCGA-LUSC,Tumor,10010.376596166807,15394.147555815707,25404.524151982514
TCGA-E9-A1NE-01,TCGA-BRCA,Tumor,14547.438813429817,18251.359149667853,32798.79796309767
TCGA-55-8205-01,TCGA-LUAD,Tumor,13216.16831038136,18686.405779196746,31902.574089578105
TCGA-BC-A10Z-01,TCGA-LIHC,Tumor,-2457.864235591762,-620.123660626974,-3077.987896218736
TCGA-L5-A8NK-01,TCGA-LUSC,Tumor,7554.3229354131945,13633.660545359624,21187.98348077282
TCGA-AL-3473-01,TCGA-KIRC,Tumor,6619.248180985436,18043.466741336193,24662.71492232163
TCGA-63-A5MR-01,TCGA-LUSC,Tumor,5953.21631041513,12408.484747856648,18361.701058271778
TCGA-KL-8332-11,TCGA-KIRC,Normal,4166.093574245762,5110.605371985133,9276.698946230896
TCGA-66-2763-01,TCGA-LUSC,Tumor,9202.294636035269,14299.112605127146,23501.407241162415
TCGA-BH-A0BR-01,TCGA-BRCA,Tumor,14312.974707571684,15459.534563035482,29772.509270607166
TCGA-55-7913-01,TCGA-LUAD,Tumor,4952.2494375160895,12349.020347916874,17301.269785432964
TCGA-94-A5I6-01,TCGA-LUSC,Tumor,8356.478731143241,12383.723625168317,20740.202356311558
TCGA-OL-A5D8-01,TCGA-BRCA,Tumor,10020.28673663652,13056.161871541193,23076.448608177714
TCGA-CW-5584-01,TCGA-KIRC,Tumor,11211.082954943591,15872.993022244667,27084.07597718826
TCGA-49-6761-11,TCGA-LUAD,Normal,10654.802510809957,18013.60114931045,28668.403660120406
TCGA-66-2742-01,TCGA-LUSC,Tumor,10704.868995774505,14917.055750281066,25621.92474605557
TCGA-B6-A0IJ-01,TCGA-BRCA,Tumor,7974.266027097721,16610.52303475369,24584.78906185141
TCGA-A3-3376-01,TCGA-KIRC,Tumor,13711.476135063673,17084.779814461213,30796.255949524886
TCGA-OL-A5D7-01,TCGA-BRCA,Tumor,6630.520698985627,16303.212637912326,22933.733336897953
TCGA-FV-A3R3-01,TCGA-LIHC,Tumor,9135.744450088434,13836.174585999175,22971.91903608761
TCGA-73-4659-01,TCGA-LUAD,Tumor,12536.068024320124,15150.093450421915,27686.16147474204
TCGA-CZ-5986-01,TCGA-KIRC,Tumor,10614.254882951285,15169.689632707505,25783.94451565879
TCGA-AK-3454-01,TCGA-KIRC,Tumor,10940.001840472669,16003.720794104858,26943.722634577527
TCGA-A2-A1FW-01,TCGA-BRCA,Tumor,11140.826248404712,12054.80015815682,23195.626406561532
TCGA-56-8304-01,TCGA-LUSC,Tumor,3404.602791383546,13733.323975252115,17137.92676663566
TCGA-CZ-5982-11,TCGA-KIRC,Normal,4346.500104828141,1761.486561594622,6107.986666422763
TCGA-37-4130-01,TCGA-LUSC,Tumor,4221.7554113132755,18234.452151228314,22456.20756254159
TCGA-91-A4BC-01,TCGA-LUAD,Tumor,12761.54328417432,18458.796246448856,31220.339530623176
TCGA-O8-A75V-01,TCGA-LIHC,Tumor,3184.2640149601684,13611.047924050948,16795.311939011117
TCGA-B0-5697-11,TCGA-KIRC,Normal,4748.682488915652,2777.4573729363256,7526.139861851978
TCGA-BC-A10R-11,TCGA-LIHC,Normal,2938.8404177929224,13560.61861269447,16499.459030487393
TCGA-49-4490-11,TCGA-LUAD,Normal,11736.21724331527,17945.04118972205,29681.25843303732
TCGA-A7-A13H-01,TCGA-BRCA,Tumor,13284.834983614444,16413.17749163837,29698.012475252814
TCGA-B0-5691-11,TCGA-KIRC,Normal,12322.512678577204,14279.985962878167,26602.49864145537
TCGA-B0-5121-01,TCGA-KIRC,Tumor,9582.743007822006,16887.34890043014,26470.091908252147
TCGA-AY-5543-01,TCGA-KIRC,Tumor,1112.4257176506653,12260.536950865851,13372.962668516517
TCGA-A2-A0EO-01,TCGA-BRCA,Tumor,13907.338358517878,14633.34329740096,28540.681655918837
TCGA-97-8547-01,TCGA-LUAD,Tumor,12691.57826159758,14623.735512257856,27315.313773855436
TCGA-MI-A75H-01,TCGA-LIHC,Tumor,417.22545086655373,13277.599798504827,13694.82524937138
TCGA-85-A4JC-01,TCGA-LUSC,Tumor,9597.94970218957,15277.477528081978,24875.427230271547
TCGA-97-8175-01,TCGA-LUAD,Tumor,7213.031356982749,16242.417874535484,23455.449231518232
TCGA-CZ-4857-01,TCGA-KIRC,Tumor,12164.775683247335,16796.204776504983,28960.980459752318
TCGA-BH-A0BF-01,TCGA-BRCA,Tumor,15614.614388612707,18171.7187566397,33786.33314525241
TCGA-AR-A5QN-01,TCGA-BRCA,Tumor,13021.938805690825,14589.949972350692,27611.888778041517
TCGA-NI-A8LF-01,TCGA-LIHC,Tumor,1407.3075320077587,7718.028780602428,9125.336312610187
TCGA-AQ-A54N-01,TCGA-BRCA,Tumor,-3154.9568910082817,7713.600164348016,4558.643273339734
TCGA-34-5239-01,TCGA-LUSC,Tumor,14746.69808790649,17174.878144668462,31921.576232574953
TCGA-A2-A04V-01,TCGA-BRCA,Tumor,11582.85906453896,11746.042012869231,23328.90107740819
TCGA-66-2757-01,TCGA-LUSC,Tumor,9932.180394463383,15358.11391512719,25290.294309590572
TCGA-DD-AADG-01,TCGA-LIHC,Tumor,-1712.1528436569133,1960.7742930432069,248.62144938629353
TCGA-63-5128-01,TCGA-LUSC,Tumor,7220.700510914085,9574.625656582994,16795.326167497078
TCGA-85-A4QR-01,TCGA-LUSC,Tumor,-5654.876973970258,1935.0847616461215,-3719.792212324137
TCGA-E2-A14T-01,TCGA-BRCA,Tumor,9525.821949747213,11929.00611380256,21454.828063549772
TCGA-90-7767-01,TCGA-LUSC,Tumor,13185.342295553452,16070.31722263106,29255.65951818451
TCGA-92-7341-01,TCGA-LUSC,Tumor,10313.24059114631,13131.91788790283,23445.15847904914
TCGA-E9-A295-01,TCGA-BRCA,Tumor,11720.82202150876,13472.348642932822,25193.170664441583
TCGA-A3-3352-01,TCGA-KIRC,Tumor,10100.827081401516,16454.689099420695,26555.51618082221
TCGA-86-8075-01,TCGA-LUAD,Tumor,14458.656618173682,16041.611252210885,30500.267870384567
TCGA-E2-A1BC-11,TCGA-BRCA,Normal,9113.395055769975,10566.856239103847,19680.251294873822
TCGA-B8-5159-01,TCGA-KIRC,Tumor,10549.348087132585,15893.770168864768,26443.118255997353
TCGA-55-6985-01,TCGA-LUAD,Tumor,12947.886650522658,17172.11426127113,30120.000911793788
TCGA-EW-A1P4-01,TCGA-BRCA,Tumor,11225.172713163458,16293.779151722203,27518.95186488566
TCGA-55-A48X-01,TCGA-LUAD,Tumor,11981.25311424016,17384.10447355868,29365.35758779884
TCGA-DD-AADR-01,TCGA-LIHC,Tumor,-330.79807003646056,9950.161643592746,9619.363573556286
TCGA-NK-A5CX-01,TCGA-LUSC,Tumor,10208.138322496397,15436.132260756141,25644.27058325254
TCGA-B4-5843-01,TCGA-KIRC,Tumor,11140.961419021307,14211.67144467255,25352.632863693856
TCGA-DX-A6YS-01,TCGA-KIRC,Tumor,12148.800650638044,11501.795822915006,23650.59647355305
TCGA-22-4609-01,TCGA-LUSC,Tumor,13579.051616253,17505.875413508333,31084.927029761333
TCGA-43-6771-01,TCGA-LUSC,Tumor,8608.116619552628,14850.790134053383,23458.90675360601
TCGA-A2-A0T4-01,TCGA-BRCA,Tumor,14516.794211797878,15687.023153652732,30203.81736545061
TCGA-BH-A0W3-01,TCGA-BRCA,Tumor,9012.358576982551,10937.227285710866,19949.585862693417
TCGA-22-1017-01,TCGA-LUSC,Tumor,7931.441841485772,15975.57684888002,23907.018690365792
TCGA-BH-A42U-01,TCGA-BRCA,Tumor,11919.82518323819,15477.853738706344,27397.678921944535
TCGA-DD-AAE1-01,TCGA-LIHC,Tumor,-2151.229691833396,7847.735658595131,5696.505966761735
TCGA-B8-A7U6-01,TCGA-KIRC,Tumor,10997.1114259864,16244.993230493874,27242.104656480275
TCGA-A8-A08G-01,TCGA-BRCA,Tumor,11889.433137231998,13742.472891723079,25631.906028955076
TCGA-BH-A0BQ-01,TCGA-BRCA,Tumor,13833.720172171434,15525.853536085506,29359.57370825694
TCGA-IG-A97I-01,TCGA-LUSC,Tumor,8621.505624839061,11416.28262230771,20037.78824714677
TCGA-EW-A1IX-01,TCGA-BRCA,Tumor,13928.53880259523,13939.000296895818,27867.53909949105
TCGA-MI-A75G-01,TCGA-LIHC,Tumor,-2610.703074630608,1056.5113249573988,-1554.1917496732094
TCGA-DX-A23Z-01,TCGA-KIRC,Tumor,14838.770620540407,14473.706799195705,29312.47741973611
TCGA-GM-A5PV-01,TCGA-BRCA,Tumor,6537.341901568478,12977.179545988594,19514.521447557072
TCGA-B6-A401-01,TCGA-BRCA,Tumor,11950.686769280986,14308.798646943022,26259.485416224008
TCGA-C8-A1HG-01,TCGA-BRCA,Tumor,11638.165189457523,15593.766099562814,27231.931289020336
TCGA-E2-A10E-01,TCGA-BRCA,Tumor,11359.130351336102,13563.95519265161,24923.085543987712
TCGA-56-A49D-01,TCGA-LUSC,Tumor,9139.78534010049,16723.354928400262,25863.140268500752
TCGA-CC-A7IF-01,TCGA-LIHC,Tumor,-1781.5807408887486,1548.1659858700077,-233.41475501874083
TCGA-CZ-5456-11,TCGA-KIRC,Normal,4039.7908615185006,3874.7653242566666,7914.556185775167
TCGA-MT-A67D-01,TCGA-LUAD,Tumor,10022.833635622996,14660.548162552568,24683.381798175564
TCGA-A7-A0CG-01,TCGA-BRCA,Tumor,14884.689501848206,16274.243440501934,31158.93294235014
TCGA-44-2657-01,TCGA-LUAD,Tumor,12466.213272509554,18734.238391865892,31200.451664375447
TCGA-DX-AB2F-01,TCGA-KIRC,Tumor,12762.155109070514,13329.373701784327,26091.52881085484
TCGA-55-6982-11,TCGA-LUAD,Normal,12968.151571648272,18775.65395736801,31743.80552901628
TCGA-DD-A3A5-01,TCGA-LIHC,Tumor,-715.2090751624855,5890.7923853961,5175.583310233615
TCGA-55-7725-01,TCGA-LUAD,Tumor,6938.218822069346,17129.22249035088,24067.441312420226
TCGA-A2-A0CS-01,TCGA-BRCA,Tumor,11158.220572488306,11033.052581516193,22191.2731540045
TCGA-A1-A0SG-01,TCGA-BRCA,Tumor,12274.228311478892,14081.082400550451,26355.310712029343
TCGA-GJ-A3OU-01,TCGA-LIHC,Tumor,11486.005760623168,18168.396405168514,29654.402165791682
TCGA-B0-5402-01,TCGA-KIRC,Tumor,12002.051603589203,15945.817970498963,27947.869574088167
TCGA-22-5474-01,TCGA-LUSC,Tumor,10856.996410515454,17169.467762882956,28026.46417339841
TCGA-22-5483-11,TCGA-LUSC,Normal,12174.226955044902,18095.41850069017,30269.645455735073
TCGA-DX-A1L1-01,TCGA-KIRC,Tumor,12572.862889007392,17982.67553508084,30555.538424088234
TCGA-DX-A3LU-01,TCGA-KIRC,Tumor,11674.711055640528,17499.696693481095,29174.407749121623
TCGA-E2-A1BD-01,TCGA-BRCA,Tumor,10389.370105264341,10886.513404635229,21275.88350989957
TCGA-E2-A14Z-01,TCGA-BRCA,Tumor,13435.070009722982,16752.76876599684,30187.83877571982
TCGA-70-6723-01,TCGA-LUSC,Tumor,2031.3475833946577,9589.746980034808,11621.094563429466
TCGA-DV-A4VZ-01,TCGA-KIRC,Tumor,3750.945482329069,7473.487349564573,11224.432831893642
TCGA-B8-5553-01,TCGA-KIRC,Tumor,11571.995615510063,17412.102576802445,28984.098192312507
TCGA-A2-A04R-01,TCGA-BRCA,Tumor,9267.450430358229,7903.056011999655,17170.506442357884
TCGA-CC-A7IJ-01,TCGA-LIHC,Tumor,11597.944816775878,16605.432793902237,28203.377610678115
TCGA-05-5715-01,TCGA-LUAD,Tumor,11631.438672720902,15335.24162394978,26966.680296670682
TCGA-55-A492-01,TCGA-LUAD,Tumor,4320.36593324487,12594.675157980939,16915.04109122581
TCGA-96-8170-01,TCGA-LUSC,Tumor,9773.963187732432,15068.919938031791,24842.883125764223
TCGA-A7-A425-01,TCGA-BRCA,Tumor,12674.25152282228,14475.762815416627,27150.014338238907
TCGA-E9-A1RF-01,TCGA-BRCA,Tumor,13100.985159430234,15525.853536085506,28626.83869551574
TCGA-B6-A408-01,TCGA-BRCA,Tumor,12062.949523489242,15431.066919755107,27494.01644324435
TCGA-UZ-A9PK-01,TCGA-KIRC,Tumor,2370.0993770816094,13071.457493945996,15441.556871027606
TCGA-BH-A0BZ-11,TCGA-BRCA,Normal,13962.306556894942,14732.06053297724,28694.367089872183
TCGA-AN-A0AM-01,TCGA-BRCA,Tumor,10753.903915507104,14486.768549305107,25240.67246481221
TCGA-B8-4620-11,TCGA-KIRC,Normal,12810.606660878835,16579.86420463579,29390.470865514624
TCGA-D8-A1JU-01,TCGA-BRCA,Tumor,16200.070343203126,15398.554829341181,31598.625172544307
TCGA-CJ-4872-01,TCGA-KIRC,Tumor,13543.53731530195,17306.733524040817,30850.270839342767
TCGA-G3-AAV2-01,TCGA-LIHC,Tumor,-1369.811914387068,5264.582489900615,3894.7705755135466
TCGA-78-7145-01,TCGA-LUAD,Tumor,10696.865472423156,13980.451433612823,24677.31690603598
TCGA-63-A5MY-01,TCGA-LUSC,Tumor,-5686.905295861612,2619.1085527102623,-3067.79674315135
TCGA-AR-A1AH-01,TCGA-BRCA,Tumor,8145.150143452742,7981.259327946056,16126.409471398798
TCGA-86-8278-01,TCGA-LUAD,Tumor,12142.753544105912,15534.308813866013,27677.062357971925
TCGA-BC-A3KF-01,TCGA-LIHC,Tumor,719.0649948570863,6521.903994304099,7240.968989161185
TCGA-CJ-5672-11,TCGA-KIRC,Normal,7220.43728392386,5126.7796033978375,12347.216887321698
TCGA-BH-A1EN-01,TCGA-BRCA,Tumor,10543.493065160892,9127.278500943452,19670.771566104344
TCGA-CJ-4876-01,TCGA-KIRC,Tumor,7141.405158670412,15165.776799069066,22307.181957739478
TCGA-E9-A3QA-01,TCGA-BRCA,Tumor,11660.14464314107,17853.889951553912,29514.034594694982
TCGA-BH-A0EB-01,TCGA-BRCA,Tumor,13509.047465339874,15552.738260303053,29061.785725642927
TCGA-63-A5M9-01,TCGA-LUSC,Tumor,10293.128626244743,14602.125999209213,24895.254625453956
TCGA-BH-A1EY-01,TCGA-BRCA,Tumor,14420.033393040812,16489.385262429165,30909.418655469977
TCGA-B4-5844-01,TCGA-KIRC,Tumor,10562.623264531361,15104.537395506039,25667.1606600374
TCGA-DX-A23V-01,TCGA-KIRC,Tumor,13665.934308633758,17191.980784789925,30857.915093423682
TCGA-DD-AAC8-01,TCGA-LIHC,Tumor,344.58547292971343,9026.981903425836,9371.56737635555
TCGA-E2-A574-01,TCGA-BRCA,Tumor,-2913.222028825632,547.5512679984276,-2365.6707608272045
TCGA-D8-A1JB-01,TCGA-BRCA,Tumor,13664.788915514142,17194.24311405724,30859.032029571383
TCGA-38-4632-11,TCGA-LUAD,Normal,11349.935192285771,19139.476343312872,30489.411535598643
TCGA-D8-A27P-01,TCGA-BRCA,Tumor,10994.863325205046,10873.092385255393,21867.95571046044
TCGA-E9-A5FL-01,TCGA-BRCA,Tumor,9789.450894697664,10518.102331968923,20307.553226666587
TCGA-LL-A5YM-01,TCGA-BRCA,Tumor,6004.7092010969645,9599.991489924534,15604.700691021499
TCGA-BH-A1FC-01,TCGA-BRCA,Tumor,8311.385102020999,15721.808244698437,24033.193346719436
TCGA-KN-8425-11,TCGA-LUAD,Normal,2996.7788126137093,4302.491397760194,7299.270210373903
TCGA-DX-A23U-01,TCGA-KIRC,Tumor,12641.959973940702,11598.208043766102,24240.168017706805
TCGA-KL-8324-01,TCGA-KIRC,Tumor,-132.49566124046396,4872.744215104536,4740.248553864072
TCGA-V5-AASX-01,TCGA-KIRC,Tumor,8378.981081685746,14973.443240132434,23352.42432181818
TCGA-CJ-4644-01,TCGA-KIRC,Tumor,11777.99207808782,17056.141429349347,28834.133507437167
TCGA-XX-A89A-01,TCGA-BRCA,Tumor,15431.689416015764,16711.392328831116,32143.08174484688
TCGA-50-5933-11,TCGA-LUAD,Normal,12179.672908045311,17627.61433936458,29807.28724740989
TCGA-GM-A2DL-01,TCGA-BRCA,Tumor,12728.394469013783,13743.792583795675,26472.18705280946
TCGA-64-5778-01,TCGA-LUAD,Tumor,6915.061961172778,17565.02322963555,24480.085190808328
TCGA-E2-A1LH-11,TCGA-BRCA,Normal,8328.953725057581,14226.22718580753,22555.18091086511
TCGA-AK-3436-01,TCGA-KIRC,Tumor,7041.154803732159,14365.758833354204,21406.913637086363
TCGA-68-A59J-01,TCGA-LUSC,Tumor,9436.655585370208,15995.546528922012,25432.20211429222
TCGA-BP-4971-01,TCGA-KIRC,Tumor,13498.54328558141,17814.98215670189,31313.525442283302
TCGA-A3-A8CQ-01,TCGA-KIRC,Tumor,11121.397250829123,15303.05678871289,26424.45403954201
TCGA-L5-A8NG-01,TCGA-LUSC,Tumor,12363.682802696541,15004.070056156928,27367.75285885347
TCGA-DD-AADV-01,TCGA-LIHC,Tumor,4799.833895934495,10528.930209782924,15328.764105717419
TCGA-66-2777-01,TCGA-LUSC,Tumor,11361.751949873851,16017.469068661729,27379.22101853558
TCGA-BH-A18P-11,TCGA-BRCA,Normal,10291.403422322339,10760.20713478648,21051.61055710882
TCGA-J2-8194-01,TCGA-LUAD,Tumor,12119.51131229359,15560.713326682486,27680.224638976077
TCGA-55-A57B-01,TCGA-LUAD,Tumor,12436.205395624227,16267.7232368117,28703.928632435927
TCGA-85-8355-01,TCGA-LUSC,Tumor,12359.659698291933,18890.588109814864,31250.247808106797
TCGA-WQ-A9G7-01,TCGA-LIHC,Tumor,-1842.8877297600811,4386.314965659985,2543.427235899904
TCGA-38-4627-01,TCGA-LUAD,Tumor,16361.50674488206,17143.258891748406,33504.765636630465
TCGA-ZS-A9CG-01,TCGA-LIHC,Tumor,1154.261023488536,7495.306732781093,8649.56775626963
TCGA-AO-A12E-01,TCGA-BRCA,Tumor,12643.521550274589,12958.828356224327,25602.349906498916
TCGA-77-8130-01,TCGA-LUSC,Tumor,10220.730532569189,11476.59006004049,21697.320592609678
TCGA-AR-A24S-01,TCGA-BRCA,Tumor,14578.367984780922,16134.309838226949,30712.67782300787
TCGA-KL-8339-01,TCGA-KIRC,Tumor,-120.54373303578177,6937.500283528469,6816.956550492687
TCGA-BH-A0B3-11,TCGA-BRCA,Normal,13129.886771532332,15326.263449310314,28456.150220842646
TCGA-E2-A15K-01,TCGA-BRCA,Tumor,11928.36583193445,15459.513220306548,27387.879052240998
TCGA-AO-A12G-01,TCGA-BRCA,Tumor,11315.310171707093,12781.480950122907,24096.79112183
TCGA-BH-A0HA-01,TCGA-BRCA,Tumor,13849.823261154346,15053.065847553142,28902.889108707488
TCGA-FY-A3R8-01,TCGA-LIHC,Tumor,7756.274950857405,13606.281381255034,21362.55633211244
TCGA-56-7823-01,TCGA-LUSC,Tumor,3755.818738769667,11810.301412576842,15566.12015134651
TCGA-BP-4770-01,TCGA-KIRC,Tumor,14450.85940786872,15367.753714363706,29818.613122232426
TCGA-85-8072-01,TCGA-LUSC,Tumor,9324.79478589027,15115.023789657043,24439.818575547313
TCGA-DD-AAD6-01,TCGA-LIHC,Tumor,-4025.942987559927,3255.8759847865476,-770.0670027733795
TCGA-F5-6571-01,TCGA-LIHC,Tumor,11800.231201640101,15405.249331984403,27205.480533624504
TCGA-86-7711-01,TCGA-LUAD,Tumor,11834.671251901327,16048.220383938355,27882.891635839682
TCGA-FV-A3I0-01,TCGA-LIHC,Tumor,5068.9977219225875,10013.944389020759,15082.942110943346
TCGA-BP-4803-01,TCGA-KIRC,Tumor,11382.945279708223,15894.719920302461,27277.665200010684
TCGA-05-5423-01,TCGA-LUAD,Tumor,8943.108535825191,17276.305906819736,26219.414442644927
TCGA-BP-4961-01,TCGA-KIRC,Tumor,11911.359234093205,15511.578807548187,27422.93804164139
TCGA-G3-A3CH-01,TCGA-LIHC,Tumor,2680.8993101041633,12477.866402509117,15158.76571261328
TCGA-21-1071-01,TCGA-LUSC,Tumor,11141.085918273438,14734.842201982025,25875.928120255463
TCGA-44-6778-11,TCGA-LUAD,Normal,12649.465500283524,19095.318237142365,31744.78373742589
TCGA-LG-A6GG-01,TCGA-LIHC,Tumor,-926.8827036374678,4325.626915927824,3398.744212290356
TCGA-W8-A86G-01,TCGA-BRCA,Tumor,9637.369722536077,9155.774601195742,18793.14432373182
TCGA-B0-5102-01,TCGA-KIRC,Tumor,6921.016582546181,15336.724943610894,22257.741526157075
TCGA-E2-A153-01,TCGA-BRCA,Tumor,14701.803657587658,13076.661562685116,27778.465220272774
TCGA-AR-A24W-01,TCGA-BRCA,Tumor,12819.246908976802,11558.471439607023,24377.718348583825
TCGA-D8-A1JJ-01,TCGA-BRCA,Tumor,12622.844003056194,13419.664116552009,26042.508119608203
TCGA-QN-A5NN-01,TCGA-LIHC,Tumor,9450.080161871538,10041.793093161967,19491.873255033504
TCGA-DD-AADM-01,TCGA-LIHC,Tumor,-829.6203307503893,6504.232214744323,5674.611883993934
TCGA-CC-5258-01,TCGA-LIHC,Tumor,4129.206224399768,13041.296660836622,17170.50288523639
TCGA-DX-A48P-01,TCGA-KIRC,Tumor,11511.631263833446,14568.109246405238,26079.740510238684
TCGA-77-8008-01,TCGA-LUSC,Tumor,15120.487528264897,16354.335587959253,31474.82311622415
TCGA-CJ-4885-01,TCGA-KIRC,Tumor,8585.77433947715,13965.86012126294,22551.63446074009
TCGA-91-8496-01,TCGA-LUAD,Tumor,8512.711064083062,17078.643779891845,25591.354843974907
TCGA-AO-A03P-01,TCGA-BRCA,Tumor,8093.689266864312,10169.276770223736,18262.96603708805
TCGA-77-8007-11,TCGA-LUSC,Normal,14248.516109060667,19048.24684847197,33296.762957532635
TCGA-DD-A3A6-01,TCGA-LIHC,Tumor,6344.296918333948,11214.25235019073,17558.54926852468
TCGA-E2-A158-01,TCGA-BRCA,Tumor,2985.78019296821,9221.887261199372,12207.667454167582
TCGA-B0-4712-01,TCGA-KIRC,Tumor,11871.95699935414,17436.52933007076,29308.4863294249
TCGA-CJ-4868-01,TCGA-KIRC,Tumor,14337.209376279567,18121.317902255138,32458.527278534704
TCGA-A8-A079-01,TCGA-BRCA,Tumor,8043.508954012101,11648.886353626836,19692.395307638937
TCGA-B8-5549-01,TCGA-KIRC,Tumor,10586.580477763066,16212.861752079323,26799.44222984239
TCGA-86-8280-01,TCGA-LUAD,Tumor,13432.042899335425,17533.613846883363,30965.65674621879
TCGA-BH-A204-01,TCGA-BRCA,Tumor,9940.81352831837,7681.358415167291,17622.17194348566
TCGA-BH-A0B4-01,TCGA-BRCA,Tumor,13198.809557512654,14527.351748378675,27726.161305891328
TCGA-CC-A8HS-01,TCGA-LIHC,Tumor,1105.8308144091534,7749.061108476726,8854.89192288588
TCGA-B0-4815-01,TCGA-KIRC,Tumor,11563.508323636142,18776.144840133555,30339.653163769697
TCGA-AO-A03T-01,TCGA-BRCA,Tumor,6493.1411099400975,12605.50659291643,19098.647702856528
TCGA-UB-AA0U-01,TCGA-LIHC,Tumor,7604.741575405202,13789.57985160837,21394.321427013572
TCGA-E9-A1N6-01,TCGA-BRCA,Tumor,13061.607824541603,12966.355225296084,26027.963049837686
TCGA-96-A4JL-01,TCGA-LUSC,Tumor,12666.87049573159,18325.546475452622,30992.41697118421
TCGA-GM-A2DM-01,TCGA-BRCA,Tumor,7711.878517547102,12632.867971413576,20344.746488960678
TCGA-A2-A4RX-01,TCGA-BRCA,Tumor,14238.926109525008,15211.78460841411,29450.710717939117
TCGA-60-2698-01,TCGA-LUSC,Tumor,11026.457678274677,17227.303001180542,28253.76067945522
TCGA-G3-A25Y-01,TCGA-LIHC,Tumor,7459.74618925068,13500.232918288919,20959.9791075396
TCGA-E9-A1N9-11,TCGA-BRCA,Normal,11702.011963072346,12478.873067890647,24180.885030962992
TCGA-D8-A27H-01,TCGA-BRCA,Tumor,12639.1534050855,12091.182396751308,24730.33580183681
TCGA-B0-4698-01,TCGA-KIRC,Tumor,7200.730830872097,17551.73026662933,24752.461097501426
TCGA-HU-A4GP-01,TCGA-LIHC,Tumor,6407.706166005566,12561.547685549329,18969.253851554895
TCGA-E9-A1NC-01,TCGA-BRCA,Tumor,11445.280276690017,16554.117759294877,27999.398035984894
TCGA-L5-A88S-01,TCGA-LUSC,Tumor,14096.698163889301,13123.736508477003,27220.434672366304
TCGA-B0-5096-01,TCGA-KIRC,Tumor,11003.044704630865,16839.025404995442,27842.070109626307
TCGA-A2-A3XS-01,TCGA-BRCA,Tumor,10860.261848042803,14518.181489178776,25378.44333722158
TCGA-44-6146-01,TCGA-LUAD,Tumor,7705.678454790923,12405.891606290814,20111.570061081737
TCGA-63-7023-01,TCGA-LUSC,Tumor,6561.039444931452,13177.424143117856,19738.463588049308
TCGA-AK-3465-01,TCGA-KIRC,Tumor,5729.612096464403,7261.522037127452,12991.134133591855
TCGA-K7-A6G5-01,TCGA-LIHC,Tumor,2068.6973590342823,11763.329623308146,13832.026982342428
