cell_type,region_a,region_b,omega,kn,kf
Astrocyte,Human A5-A7,Human NAC,108.9119583210911,0.0008416304775146947,0.09166362348884043
Astrocyte,Human A5-A7,Human PAG,229.06203786131215,0.0009711072094770867,0.22244379638463363
Astrocyte,Human A5-A7,Human PAG-DR,232.62969154265556,0.0008945973701253643,0.20810991026713438
Astrocyte,Human A5-A7,Human PB,247.64817248765019,0.0009321343592350582,0.23084137057750898
Astrocyte,Human A5-A7,Human PN,179.48078178185247,0.0013719028052811464,0.24623018802057667
Astrocyte,Human A5-A7,Human PTR,181.4000499462502,0.0010885049597009967,0.19745485405650187
Astrocyte,Human A5-A7,Human Pir,143.46190737598732,0.0003875583305614352,0.0555998573217969
Astrocyte,Human A5-A7,Human PnAN,177.0967804170831,0.0013508742970852,0.23923548876197914
Astrocyte,Human A5-A7,Human PnEN,157.91608230261707,0.0015078562172252319,0.23811474649985254
Astrocyte,Human A5-A7,Human PnRF,198.69803844285573,0.0011035438857382607,0.21927200543179934
Astrocyte,Human A5-A7,Human Pro,37.33394359210915,0.00035804800375254496,0.0133673439753648
Astrocyte,Human A5-A7,Human Pu,95.80412207725112,0.0005979110972800933,0.057282347755165226
Astrocyte,Human A5-A7,Human Pul,263.22830701070586,0.0007349007072635282,0.19344666899394886
Astrocyte,Human A5-A7,Human RN,136.72607961979122,0.0015551247952585198,0.2126261165752279
Astrocyte,Human A5-A7,Human S1C,32.07369488473871,0.000587148407363771,0.01883201886984586
Astrocyte,Human A5-A7,Human SC,210.46110093005166,0.0010542011440633043,0.221868333381283
Astrocyte,Human A5-A7,Human SEP,111.98586818190286,0.0012478598765378044,0.13974267164344814
Astrocyte,Human A5-A7,Human SI,138.7566005526073,0.0006240541407413989,0.08659163113005486
Astrocyte,Human A5-A7,Human SN,239.17733008525823,0.0008934093085813513,0.21368325309980418
Astrocyte,Human A5-A7,Human SN-RN,195.5082276087103,0.001083728011572586,0.21187774275246818
Astrocyte,Human A5-A7,Human STG,36.30398269545328,0.0005716959410501458,0.02075483955094537
Astrocyte,Human A5-A7,Human STH,161.815251561668,0.0013689651210236184,0.22151943543758607
