cell_type,region_a,region_b,omega,kn,kf,expected_omega,observed_residual,null_le_count,p_value,q_value
Astrocyte,Human A1C,Human DTg,24.70932683106486,0.005864586692945,0.1449099893250924,15.160065927688267,1.6298957371904217,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human ETH,17.729858312920072,0.0076265819475216,0.1352182173414326,12.165004532950555,1.4574477358307891,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human FI,4.387077329257036,0.005201906210066,0.0228211648031023,7.7310754810415006,0.5674601599758312,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human GPe,15.687466861705484,0.0049536607017426,0.0777103881027209,13.404852831964336,1.1702826624323825,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human GPi,15.947268485463884,0.0073328280676636,0.1169385779527773,15.533416849796403,1.0266426659162826,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human Gpe,6.979034903486805,0.0131557955477224,0.091814756310691,13.581634835734489,0.5138582348808513,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human HTHma,9.651103932243249,0.014250212248378,0.1375302794656219,9.040239616183259,1.067571695219943,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human HTHma-HTHtub,10.875908124630596,0.0111847884891815,0.1216447320017648,8.439387059398166,1.2887082969513883,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human HTHpo,13.11205956071196,0.0062545784320974,0.0820104049288057,17.013209600536126,0.7706987610555723,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human HTHpo-HTHso,16.678860331876624,0.0067054747772935,0.1118396772694004,16.077916816210514,1.0373769514132707,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human HTHso,7.528306242320153,0.0142585424649074,0.1073426742449496,12.249305533877875,0.6145904534342077,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human HTHso-HTHtub,23.8048148850284,0.0047758322338999,0.1136878022499406,21.133969889892253,1.126376871408979,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human HTHtub,8.335402951752434,0.0150893818644786,0.1257760781332947,12.197881712196143,0.6833484000273768,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human IC,23.590360632704744,0.0052921776966256,0.1248443803957554,17.742924975110515,1.3295643568237434,0,9.999000099990002e-05,0.0002751999299680118
