pair_type,cancer,sample_a,sample_b,kn,kf,omega_floor,omega_raw
TT,TCGA-LIHC,TCGA-DD-AAVP-01,TCGA-FV-A495-01,0.004712588652417954,0.31336213101610744,66.49469201079673,66.49469201079673
TT,TCGA-LIHC,TCGA-DD-A1EK-01,TCGA-RC-A7SK-01,0.003196460537425487,0.27590439437287134,86.31559537259045,86.31559537259045
TT,TCGA-LIHC,TCGA-DD-A4NJ-01,TCGA-FY-A3WA-01,0.0040096709934594275,0.13692962927157554,34.14984159421934,34.14984159421934
TT,TCGA-LIHC,TCGA-DD-A39Z-01,TCGA-DD-A4NK-01,0.00897269565869302,0.2707122235341933,30.170668195116935,30.170668195116935
TT,TCGA-LIHC,TCGA-G3-A25Z-01,TCGA-HU-8249-01,0.008063537168649397,0.37110822431889734,46.023006598363104,46.023006598363104
TT,TCGA-LIHC,TCGA-DD-A4NL-01,TCGA-RC-A7SH-01,0.0060301907518719835,0.39393565740135655,65.32722986898301,65.32722986898301
TT,TCGA-LIHC,TCGA-HU-A4G8-01,TCGA-KR-A7K2-01,0.010026530760250757,0.3619535640597464,36.09958147185639,36.09958147185639
TT,TCGA-LIHC,TCGA-FY-A3BL-01,TCGA-XR-A8TD-01,0.004016671800669026,0.07115873711903604,17.715845518467226,17.715845518467226
TT,TCGA-LIHC,TCGA-FV-A3I1-01,TCGA-WQ-A9G7-01,0.0054615094184857545,0.3122328788903856,57.169704373952094,57.169704373952094
TT,TCGA-LIHC,TCGA-FY-A3R7-01,TCGA-K7-A6G5-01,0.007699227382339325,0.26913989857833676,34.95674113946763,34.95674113946763
TT,TCGA-LIHC,TCGA-DD-A4NB-01,TCGA-DD-AAE3-01,0.0077751143837777705,0.3369150960292727,43.3324938257143,43.3324938257143
TT,TCGA-LIHC,TCGA-DD-AAE3-01,TCGA-O8-A75V-01,0.004304817462839062,0.2723789577225141,63.27305630814784,63.27305630814784
TT,TCGA-LIHC,TCGA-DD-AACA-01,TCGA-DD-AACP-01,0.003229420165615309,0.2872080994438714,88.93488140746435,88.93488140746435
TT,TCGA-LIHC,TCGA-BC-A10W-01,TCGA-DD-A11D-01,0.004038390973075297,0.3763604483447907,93.19564421920903,93.19564421920903
TT,TCGA-LIHC,TCGA-DD-A4NV-01,TCGA-FY-A3I4-01,0.0028435141637401596,0.2011447187282871,70.73807519344845,70.73807519344845
TT,TCGA-LIHC,TCGA-DD-AAW0-01,TCGA-GJ-A6C0-01,0.0027558982510997115,0.29123078972198474,105.67545068319276,105.67545068319276
TT,TCGA-LIHC,TCGA-BC-A69H-01,TCGA-HU-A4GN-01,0.01760914345084357,0.4670644997762774,26.52397608549793,26.52397608549793
TT,TCGA-LIHC,TCGA-DD-AACU-01,TCGA-DD-AADU-01,0.005589922668133359,0.11498962513078234,20.57087941239459,20.57087941239459
TT,TCGA-LIHC,TCGA-G3-AAV6-01,TCGA-GJ-A3OU-01,0.003957344673258895,0.12838302360100187,32.44170882271869,32.44170882271869
TT,TCGA-LIHC,TCGA-G3-A5SI-01,TCGA-G3-AAV4-01,0.004220751230627731,0.4025627528500633,95.37703855391453,95.37703855391453
TT,TCGA-LIHC,TCGA-DD-AAEG-01,TCGA-HU-A4H8-01,0.006944965565119806,0.19032235853590812,27.404363168015927,27.404363168015927
TT,TCGA-LIHC,TCGA-DD-AACU-01,TCGA-DD-AACY-01,0.002874801795069951,0.1672530362126212,58.17898002549129,58.17898002549129
TT,TCGA-LIHC,TCGA-DD-A4NQ-01,TCGA-G3-A3CJ-01,0.00789906475437123,0.24067576802859733,30.468894168187543,30.468894168187543
TT,TCGA-LIHC,TCGA-HU-A4G9-01,TCGA-UB-A7MA-01,0.005762236352575588,0.12629915035851796,21.918425873326964,21.918425873326964
TT,TCGA-LIHC,TCGA-DD-A1EK-01,TCGA-G3-A25V-01,0.0021616277884537456,0.27205193595947835,125.8551252036237,125.8551252036237
TT,TCGA-LIHC,TCGA-DD-A4NV-01,TCGA-FY-A4B0-01,0.0031586331275491614,0.13922842527772572,44.078694693408565,44.078694693408565
TT,TCGA-LIHC,TCGA-FY-A3R6-01,TCGA-QN-A5NN-01,0.0030564178403399743,0.3513793221857758,114.96442585438214,114.96442585438214
TT,TCGA-LIHC,TCGA-DD-A39V-01,TCGA-FV-A3R3-01,0.011216932620739648,0.2848651714831805,25.395995600123026,25.395995600123026
TT,TCGA-LIHC,TCGA-DD-A39V-01,TCGA-HU-A4H0-01,0.018104840649692422,0.48921922886751124,27.02146007983906,27.02146007983906
TT,TCGA-LIHC,TCGA-HU-A4GQ-01,TCGA-MI-A75C-01,0.008628455361608197,0.4265901758159921,49.439923826236615,49.439923826236615
TT,TCGA-LIHC,TCGA-LG-A9QD-01,TCGA-RC-A7SK-01,0.002709716762016751,0.33226942411565774,122.62145947252465,122.62145947252465
TT,TCGA-LIHC,TCGA-DD-AAE6-01,TCGA-F5-6811-01,0.007420097644450703,0.520829858627942,70.19177962131765,70.19177962131765
TT,TCGA-LIHC,TCGA-DD-A3A5-01,TCGA-ED-A97K-01,0.008015118075928291,0.1575376311141483,19.65506055204342,19.65506055204342
TT,TCGA-LIHC,TCGA-DD-AAC8-01,TCGA-ED-A627-01,0.0022503866189940843,0.10731968399382741,47.68944282196228,47.68944282196228
TT,TCGA-LIHC,TCGA-DD-A4NV-01,TCGA-HU-8604-01,0.004062486899966609,0.12247609702146127,30.148059559888782,30.148059559888782
