design,cell_type,n_per_condition,rep,donor,omega,perm_P,detected
C2_pooled,CD8 T cells,500,1,pooled,43.00325182390023,0.9306930693069307,False
C2_pooled,CD8 T cells,500,2,pooled,34.840839495049146,0.5247524752475248,False
C2_pooled,CD8 T cells,500,3,pooled,34.82915653365644,0.25742574257425743,False
C2_pooled,CD8 T cells,500,4,pooled,33.62205763626819,0.24752475247524752,False
C2_pooled,CD8 T cells,500,5,pooled,37.713104405304435,0.26732673267326734,False
C2_pooled,CD8 T cells,500,6,pooled,40.35297094908841,0.44554455445544555,False
C2_pooled,CD8 T cells,500,7,pooled,30.411840386152942,0.25742574257425743,False
C2_pooled,CD8 T cells,500,8,pooled,33.96855582221893,0.26732673267326734,False
C2_pooled,CD8 T cells,500,9,pooled,38.856557225720955,0.49504950495049505,False
C2_pooled,CD8 T cells,500,10,pooled,28.94051916591923,0.24752475247524752,False
C2_pooled,CD8 T cells,500,11,pooled,46.95425635309946,0.5148514851485149,False
C2_pooled,CD8 T cells,500,12,pooled,34.60806876857947,0.26732673267326734,False
C2_pooled,CD8 T cells,500,13,pooled,34.71685673622796,0.32673267326732675,False
C2_pooled,CD8 T cells,500,14,pooled,34.7945211476468,0.5742574257425742,False
C2_pooled,CD8 T cells,500,15,pooled,35.78262455780137,0.24752475247524752,False
C2_pooled,CD8 T cells,500,16,pooled,40.57382161601447,0.49504950495049505,False
C2_pooled,CD8 T cells,500,17,pooled,23.64465535553281,0.36633663366336633,False
C2_pooled,CD8 T cells,500,18,pooled,32.37281594538054,0.3069306930693069,False
C2_pooled,CD8 T cells,500,19,pooled,44.122502257365255,0.24752475247524752,False
C1_donor_paired,FCGR3A+ Monocytes,50,0,101,24.022401000240293,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,0,1015,25.523609177527103,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,0,1016,16.95423570964511,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,0,1256,26.278222408513223,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,0,1488,21.692231865762054,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,1,101,23.808565731887185,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,1,1015,20.424508712731914,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,1,1016,19.33166148633375,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,1,1256,24.78336057267517,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,1,1488,23.37272823532906,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,2,101,22.565580090932016,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,2,1015,22.380575649756395,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,2,1016,22.361066008399707,0.9900990099009901,False
C1_donor_paired,FCGR3A+ Monocytes,50,2,1256,26.108071723519878,0.900990099009901,False
C1_donor_paired,FCGR3A+ Monocytes,50,2,1488,22.91429984976939,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,3,101,25.676106214427904,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,3,1015,22.310022142647295,0.7722772277227723,False
C1_donor_paired,FCGR3A+ Monocytes,50,3,1016,17.38527308224049,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,3,1256,28.81208086087137,0.8415841584158416,False
C1_donor_paired,FCGR3A+ Monocytes,50,3,1488,30.303120649925383,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,4,101,25.39123500602328,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,4,1015,22.040581021846773,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,4,1016,23.558149337585025,1.0,False
C1_donor_paired,FCGR3A+ Monocytes,50,4,1256,24.653809847786242,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,4,1488,22.882136072191567,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,5,101,23.687439098065383,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,5,1015,22.75030479600593,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,5,1016,19.553935703926133,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,5,1256,24.53883759326336,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,5,1488,26.23565084741644,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,6,101,23.494399878324383,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,6,1015,22.215524882155464,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,6,1016,27.403031142794422,0.9801980198019802,False
C1_donor_paired,FCGR3A+ Monocytes,50,6,1256,28.254037261602807,0.900990099009901,False
C1_donor_paired,FCGR3A+ Monocytes,50,6,1488,29.834954205906804,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,7,101,21.05952640457762,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,7,1015,21.863121734241453,0.504950495049505,False
C1_donor_paired,FCGR3A+ Monocytes,50,7,1016,29.426351893590496,0.9504950495049505,False
C1_donor_paired,FCGR3A+ Monocytes,50,7,1256,27.31462791902346,0.8217821782178217,False
C1_donor_paired,FCGR3A+ Monocytes,50,7,1488,20.62424734255196,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,8,101,22.969195829857675,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,8,1015,19.635721892645304,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,8,1016,19.286099945609557,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,8,1256,26.79750569193412,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,8,1488,25.405169035112788,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,9,101,22.893185933253342,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,9,1015,23.41303704277506,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,9,1016,22.74393456038989,0.9801980198019802,False
C1_donor_paired,FCGR3A+ Monocytes,50,9,1256,25.40134074900629,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,9,1488,24.73949434510504,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,10,101,21.786725981132765,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,10,1015,19.88033597282995,0.44554455445544555,False
C1_donor_paired,FCGR3A+ Monocytes,50,10,1016,20.017456704301644,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,10,1256,27.568597031127624,0.8415841584158416,False
C1_donor_paired,FCGR3A+ Monocytes,50,10,1488,25.861268071531786,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,11,101,21.48030254975432,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,11,1015,24.208657763831848,0.9801980198019802,False
C1_donor_paired,FCGR3A+ Monocytes,50,11,1016,18.7276643164304,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,11,1256,25.403384776969222,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,11,1488,21.05067488033501,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,12,101,22.933802930075856,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,12,1015,26.111469317895057,0.0297029702970297,True
C1_donor_paired,FCGR3A+ Monocytes,50,12,1016,18.456754267167295,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,12,1256,27.76899024486238,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,12,1488,27.699875684695954,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,13,101,22.02901338364986,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,13,1015,20.609515103030276,0.48514851485148514,False
C1_donor_paired,FCGR3A+ Monocytes,50,13,1016,19.521737185924074,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,13,1256,24.589674564219003,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,13,1488,20.775742721253454,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,14,101,21.95943825351323,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,14,1015,23.89664525706621,0.7029702970297029,False
C1_donor_paired,FCGR3A+ Monocytes,50,14,1016,16.801233001073058,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,14,1256,29.40348349248939,0.8514851485148515,False
C1_donor_paired,FCGR3A+ Monocytes,50,14,1488,22.348696433966538,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,15,101,24.58993048023103,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,15,1015,21.982333841376168,0.5643564356435643,False
C1_donor_paired,FCGR3A+ Monocytes,50,15,1016,17.526685799784403,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,15,1256,27.149438834324787,0.8613861386138614,False
C1_donor_paired,FCGR3A+ Monocytes,50,15,1488,20.26481282238467,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,16,101,20.75527099863098,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,16,1015,24.20360987227141,0.7326732673267327,False
C1_donor_paired,FCGR3A+ Monocytes,50,16,1016,26.66646656400153,0.9306930693069307,False
C1_donor_paired,FCGR3A+ Monocytes,50,16,1256,27.75906750874876,0.8613861386138614,False
C1_donor_paired,FCGR3A+ Monocytes,50,16,1488,25.90152547039637,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,17,101,20.313868050691788,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,17,1015,23.544768762707744,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,17,1016,24.95370414124285,0.9702970297029703,False
C1_donor_paired,FCGR3A+ Monocytes,50,17,1256,24.87678936674356,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,17,1488,26.050643824641377,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,18,101,21.74384070597946,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,18,1015,19.53724062603645,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,18,1016,25.17564009977236,0.9801980198019802,False
C1_donor_paired,FCGR3A+ Monocytes,50,18,1256,29.923913503200687,0.801980198019802,False
C1_donor_paired,FCGR3A+ Monocytes,50,18,1488,24.725384409244167,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,19,101,21.338038025895113,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,19,1015,25.345244131137296,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,19,1016,30.30941483578373,0.9207920792079208,False
C1_donor_paired,FCGR3A+ Monocytes,50,19,1256,24.51878019692707,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,50,19,1488,21.790699558021014,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,0,1015,22.44015481372176,0.44554455445544555,False
C1_donor_paired,FCGR3A+ Monocytes,100,0,1016,28.100741945112592,0.9405940594059405,False
C1_donor_paired,FCGR3A+ Monocytes,100,0,1488,26.32707938425216,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,1,1015,27.303967184276555,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,1,1016,26.35107103529277,0.9702970297029703,False
C1_donor_paired,FCGR3A+ Monocytes,100,1,1488,27.24148686837621,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,2,1015,26.913693512486898,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,2,1016,27.70503211353628,0.9405940594059405,False
C1_donor_paired,FCGR3A+ Monocytes,100,2,1488,27.356573687794167,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,3,1015,26.176669183261907,0.5643564356435643,False
C1_donor_paired,FCGR3A+ Monocytes,100,3,1016,23.781257669908694,0.9801980198019802,False
C1_donor_paired,FCGR3A+ Monocytes,100,3,1488,25.291700025305094,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,4,1015,26.3231713502648,0.49504950495049505,False
C1_donor_paired,FCGR3A+ Monocytes,100,4,1016,27.70630547038682,0.9504950495049505,False
C1_donor_paired,FCGR3A+ Monocytes,100,4,1488,27.073796954691794,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,5,1015,27.966074352060485,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,5,1016,27.930517663131322,0.9405940594059405,False
C1_donor_paired,FCGR3A+ Monocytes,100,5,1488,25.070319778961583,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,6,1015,25.351309459488263,0.46534653465346537,False
C1_donor_paired,FCGR3A+ Monocytes,100,6,1016,27.855753811070468,0.9702970297029703,False
C1_donor_paired,FCGR3A+ Monocytes,100,6,1488,27.62014687640472,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,7,1015,24.943233298552805,0.45544554455445546,False
C1_donor_paired,FCGR3A+ Monocytes,100,7,1016,26.11604042823668,0.9801980198019802,False
C1_donor_paired,FCGR3A+ Monocytes,100,7,1488,25.97670811383148,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,8,1015,25.139130406312542,1.0,False
C1_donor_paired,FCGR3A+ Monocytes,100,8,1016,25.49380333971651,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,8,1488,26.930180125965045,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,9,1015,25.554026237186967,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,9,1016,21.63215258742963,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,9,1488,27.32639390397448,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,10,1015,28.187670851164054,0.48514851485148514,False
C1_donor_paired,FCGR3A+ Monocytes,100,10,1016,25.791318733195126,0.9405940594059405,False
C1_donor_paired,FCGR3A+ Monocytes,100,10,1488,26.855257487603126,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,11,1015,26.037361996258326,0.039603960396039604,True
C1_donor_paired,FCGR3A+ Monocytes,100,11,1016,26.458105806852444,0.9702970297029703,False
C1_donor_paired,FCGR3A+ Monocytes,100,11,1488,26.160573615521987,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,12,1015,25.56704284983377,0.5445544554455446,False
C1_donor_paired,FCGR3A+ Monocytes,100,12,1016,26.204580535783062,0.9702970297029703,False
C1_donor_paired,FCGR3A+ Monocytes,100,12,1488,26.031218006550713,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,13,1015,28.77947857976137,0.40594059405940597,False
C1_donor_paired,FCGR3A+ Monocytes,100,13,1016,26.580760678584706,0.9603960396039604,False
C1_donor_paired,FCGR3A+ Monocytes,100,13,1488,26.96373319282196,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,14,1015,29.12367095982365,0.5544554455445545,False
C1_donor_paired,FCGR3A+ Monocytes,100,14,1016,25.693753288489997,0.9900990099009901,False
C1_donor_paired,FCGR3A+ Monocytes,100,14,1488,26.24074470695903,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,15,1015,26.900941000210278,0.9801980198019802,False
C1_donor_paired,FCGR3A+ Monocytes,100,15,1016,25.769502592332284,0.9702970297029703,False
C1_donor_paired,FCGR3A+ Monocytes,100,15,1488,27.13681084489635,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,16,1015,28.035749483912625,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,16,1016,25.550886928548877,0.9504950495049505,False
C1_donor_paired,FCGR3A+ Monocytes,100,16,1488,25.911308972615426,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,17,1015,28.539133980193856,0.5643564356435643,False
C1_donor_paired,FCGR3A+ Monocytes,100,17,1016,26.02545340290681,0.9702970297029703,False
C1_donor_paired,FCGR3A+ Monocytes,100,17,1488,27.147162605359792,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,18,1015,24.240222542246013,0.38613861386138615,False
C1_donor_paired,FCGR3A+ Monocytes,100,18,1016,25.294385589923348,0.9900990099009901,False
C1_donor_paired,FCGR3A+ Monocytes,100,18,1488,27.5131256015471,0.009900990099009901,True
C1_donor_paired,FCGR3A+ Monocytes,100,19,1015,25.47321308395815,0.504950495049505,False
C1_donor_paired,FCGR3A+ Monocytes,100,19,1016,24.92644357053967,0.9900990099009901,False
C1_donor_paired,FCGR3A+ Monocytes,100,19,1488,26.877369176093413,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,0,pooled,22.340915716140778,0.48514851485148514,False
C2_pooled,FCGR3A+ Monocytes,50,1,pooled,27.9916484950172,0.8613861386138614,False
C2_pooled,FCGR3A+ Monocytes,50,2,pooled,20.101802610294786,1.0,False
C2_pooled,FCGR3A+ Monocytes,50,3,pooled,27.87200687334406,0.504950495049505,False
C2_pooled,FCGR3A+ Monocytes,50,4,pooled,19.008572442411115,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,5,pooled,21.72430449761864,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,6,pooled,25.64228529553692,0.3465346534653465,False
C2_pooled,FCGR3A+ Monocytes,50,7,pooled,22.457702479974337,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,8,pooled,20.66625647397833,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,9,pooled,22.052659815669685,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,10,pooled,26.91031612358058,0.9405940594059405,False
C2_pooled,FCGR3A+ Monocytes,50,11,pooled,24.58443604538145,0.9702970297029703,False
C2_pooled,FCGR3A+ Monocytes,50,12,pooled,24.671916872315393,0.32673267326732675,False
C2_pooled,FCGR3A+ Monocytes,50,13,pooled,22.796947505769303,0.21782178217821782,False
C2_pooled,FCGR3A+ Monocytes,50,14,pooled,20.959517388403956,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,15,pooled,21.410192911691233,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,16,pooled,29.312594796642713,0.8613861386138614,False
C2_pooled,FCGR3A+ Monocytes,50,17,pooled,18.847673030210327,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,18,pooled,22.515437638690702,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,50,19,pooled,24.52014764619885,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,100,0,pooled,25.092270055234568,0.2376237623762376,False
C2_pooled,FCGR3A+ Monocytes,100,1,pooled,26.886306624919783,0.5643564356435643,False
C2_pooled,FCGR3A+ Monocytes,100,2,pooled,27.384074445738307,0.5148514851485149,False
C2_pooled,FCGR3A+ Monocytes,100,3,pooled,26.030837201671048,0.2871287128712871,False
C2_pooled,FCGR3A+ Monocytes,100,4,pooled,29.67243496268565,0.8514851485148515,False
C2_pooled,FCGR3A+ Monocytes,100,5,pooled,28.79215690236996,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,100,6,pooled,27.008462474326326,0.40594059405940597,False
C2_pooled,FCGR3A+ Monocytes,100,7,pooled,29.48438535544147,0.27722772277227725,False
C2_pooled,FCGR3A+ Monocytes,100,8,pooled,27.84295045900851,0.6138613861386139,False
C2_pooled,FCGR3A+ Monocytes,100,9,pooled,27.074742774508742,0.48514851485148514,False
C2_pooled,FCGR3A+ Monocytes,100,10,pooled,26.6983947919965,0.2376237623762376,False
C2_pooled,FCGR3A+ Monocytes,100,11,pooled,24.920090781139972,0.5247524752475248,False
C2_pooled,FCGR3A+ Monocytes,100,12,pooled,36.70309181788037,0.1782178217821782,False
C2_pooled,FCGR3A+ Monocytes,100,13,pooled,29.209137460488744,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,100,14,pooled,27.013673797828766,0.8514851485148515,False
C2_pooled,FCGR3A+ Monocytes,100,15,pooled,26.160634008696057,1.0,False
C2_pooled,FCGR3A+ Monocytes,100,16,pooled,23.438743006575645,1.0,False
C2_pooled,FCGR3A+ Monocytes,100,17,pooled,26.09715535690299,0.21782178217821782,False
C2_pooled,FCGR3A+ Monocytes,100,18,pooled,30.20659379575687,0.5445544554455446,False
C2_pooled,FCGR3A+ Monocytes,100,19,pooled,27.128270174878743,0.5148514851485149,False
C2_pooled,FCGR3A+ Monocytes,200,0,pooled,29.153556211760208,1.0,False
C2_pooled,FCGR3A+ Monocytes,200,1,pooled,30.2236829905599,0.7722772277227723,False
C2_pooled,FCGR3A+ Monocytes,200,2,pooled,30.914394249113094,0.009900990099009901,True
C2_pooled,FCGR3A+ Monocytes,200,3,pooled,31.210659272511503,0.9801980198019802,False
C2_pooled,FCGR3A+ Monocytes,200,4,pooled,31.128917652437156,0.44554455445544555,False
C2_pooled,FCGR3A+ Monocytes,200,5,pooled,29.440078384425675,0.15841584158415842,False
C2_pooled,FCGR3A+ Monocytes,200,6,pooled,29.837101728039418,0.2871287128712871,False
C2_pooled,FCGR3A+ Monocytes,200,7,pooled,30.52815546365681,0.0594059405940594,False
C2_pooled,FCGR3A+ Monocytes,200,8,pooled,29.761311619595364,0.21782178217821782,False
C2_pooled,FCGR3A+ Monocytes,200,9,pooled,26.732428373239856,0.26732673267326734,False
C2_pooled,FCGR3A+ Monocytes,200,10,pooled,27.67634383070949,0.3564356435643564,False
C2_pooled,FCGR3A+ Monocytes,200,11,pooled,27.849279190787602,1.0,False
C2_pooled,FCGR3A+ Monocytes,200,12,pooled,31.19425774598376,0.32673267326732675,False
C2_pooled,FCGR3A+ Monocytes,200,13,pooled,27.995311823836246,0.297029702970297,False
C2_pooled,FCGR3A+ Monocytes,200,14,pooled,27.306744908294,1.0,False
C2_pooled,FCGR3A+ Monocytes,200,15,pooled,30.414013599772776,0.5643564356435643,False
C2_pooled,FCGR3A+ Monocytes,200,16,pooled,30.72605497470787,0.40594059405940597,False
C2_pooled,FCGR3A+ Monocytes,200,17,pooled,34.087116468064764,0.2376237623762376,False
C2_pooled,FCGR3A+ Monocytes,200,18,pooled,29.386124520369698,1.0,False
C2_pooled,FCGR3A+ Monocytes,200,19,pooled,32.23204650813494,1.0,False
C2_pooled,FCGR3A+ Monocytes,500,0,pooled,32.184644897994524,0.297029702970297,False
C2_pooled,FCGR3A+ Monocytes,500,1,pooled,31.035778950979697,0.39603960396039606,False
C2_pooled,FCGR3A+ Monocytes,500,2,pooled,32.95385219191906,0.31683168316831684,False
C2_pooled,FCGR3A+ Monocytes,500,3,pooled,31.956940744840082,0.25742574257425743,False
C2_pooled,FCGR3A+ Monocytes,500,4,pooled,33.53875316679742,0.9702970297029703,False
C2_pooled,FCGR3A+ Monocytes,500,5,pooled,32.86938639978355,0.26732673267326734,False
C2_pooled,FCGR3A+ Monocytes,500,6,pooled,31.98975615004771,0.9900990099009901,False
C2_pooled,FCGR3A+ Monocytes,500,7,pooled,30.506340165221292,0.9900990099009901,False
C2_pooled,FCGR3A+ Monocytes,500,8,pooled,34.124097774765474,0.4158415841584158,False
C2_pooled,FCGR3A+ Monocytes,500,9,pooled,34.27152081792677,0.9504950495049505,False
C2_pooled,FCGR3A+ Monocytes,500,10,pooled,31.13871635616148,0.27722772277227725,False
C2_pooled,FCGR3A+ Monocytes,500,11,pooled,31.9560490065822,0.9702970297029703,False
C2_pooled,FCGR3A+ Monocytes,500,12,pooled,31.899942410109787,0.9603960396039604,False
C2_pooled,FCGR3A+ Monocytes,500,13,pooled,33.19279927993646,0.9702970297029703,False
C2_pooled,FCGR3A+ Monocytes,500,14,pooled,32.94647033709106,0.9702970297029703,False
C2_pooled,FCGR3A+ Monocytes,500,15,pooled,31.09490067841729,0.9801980198019802,False
C2_pooled,FCGR3A+ Monocytes,500,16,pooled,31.448416754092595,0.9702970297029703,False
C2_pooled,FCGR3A+ Monocytes,500,17,pooled,32.06260144299987,0.9405940594059405,False
C2_pooled,FCGR3A+ Monocytes,500,18,pooled,31.51950965456553,0.3465346534653465,False
C2_pooled,FCGR3A+ Monocytes,500,19,pooled,32.69352581340753,0.9603960396039604,False
C1_donor_paired,NK cells,50,0,101,12.73991778417233,0.009900990099009901,True
C1_donor_paired,NK cells,50,0,1015,24.064185729549653,0.8316831683168316,False
C1_donor_paired,NK cells,50,0,1016,11.201939392337536,0.009900990099009901,True
C1_donor_paired,NK cells,50,0,1244,12.186808194202309,0.009900990099009901,True
C1_donor_paired,NK cells,50,0,1256,11.500161272086155,0.009900990099009901,True
C1_donor_paired,NK cells,50,0,1488,11.402791596425928,0.009900990099009901,True
C1_donor_paired,NK cells,50,1,101,12.020968962646002,0.009900990099009901,True
C1_donor_paired,NK cells,50,1,1015,25.844721123212285,0.43564356435643564,False
C1_donor_paired,NK cells,50,1,1016,9.953948291096435,0.009900990099009901,True
C1_donor_paired,NK cells,50,1,1244,10.652858896976435,0.009900990099009901,True
C1_donor_paired,NK cells,50,1,1256,11.16915437252646,0.009900990099009901,True
C1_donor_paired,NK cells,50,1,1488,11.936701761206182,0.009900990099009901,True
C1_donor_paired,NK cells,50,2,101,12.440374077493829,0.009900990099009901,True
C1_donor_paired,NK cells,50,2,1015,16.224723076952117,0.009900990099009901,True
C1_donor_paired,NK cells,50,2,1016,12.89280701039687,0.009900990099009901,True
C1_donor_paired,NK cells,50,2,1244,12.216659702159681,0.009900990099009901,True
C1_donor_paired,NK cells,50,2,1256,15.127421251657521,1.0,False
C1_donor_paired,NK cells,50,2,1488,12.282955534179072,0.009900990099009901,True
C1_donor_paired,NK cells,50,3,101,13.022206404371886,0.009900990099009901,True
C1_donor_paired,NK cells,50,3,1015,28.296689684096247,0.06930693069306931,False
C1_donor_paired,NK cells,50,3,1016,10.633156885450948,0.009900990099009901,True
C1_donor_paired,NK cells,50,3,1244,11.386961966713217,0.009900990099009901,True
C1_donor_paired,NK cells,50,3,1256,11.267740931709579,0.009900990099009901,True
C1_donor_paired,NK cells,50,3,1488,10.829582368884472,0.009900990099009901,True
C1_donor_paired,NK cells,50,4,101,12.23444192002054,0.009900990099009901,True
C1_donor_paired,NK cells,50,4,1015,12.582794154140243,0.009900990099009901,True
C1_donor_paired,NK cells,50,4,1016,11.513687709458335,0.009900990099009901,True
C1_donor_paired,NK cells,50,4,1244,11.488174605517104,0.009900990099009901,True
C1_donor_paired,NK cells,50,4,1256,11.076775738715256,0.009900990099009901,True
C1_donor_paired,NK cells,50,4,1488,12.915089068906001,0.009900990099009901,True
C1_donor_paired,NK cells,50,5,101,13.311098357469463,0.009900990099009901,True
C1_donor_paired,NK cells,50,5,1015,12.354796919957574,0.009900990099009901,True
C1_donor_paired,NK cells,50,5,1016,10.650212462635698,0.009900990099009901,True
C1_donor_paired,NK cells,50,5,1244,13.957459575237856,0.009900990099009901,True
C1_donor_paired,NK cells,50,5,1256,11.24435555990637,0.009900990099009901,True
C1_donor_paired,NK cells,50,5,1488,13.52177084567748,0.009900990099009901,True
C1_donor_paired,NK cells,50,6,101,11.751767962089067,0.009900990099009901,True
C1_donor_paired,NK cells,50,6,1015,13.458364718468001,0.009900990099009901,True
C1_donor_paired,NK cells,50,6,1016,12.348509430433023,0.009900990099009901,True
